id,tool,status,reason,cmd,expected_exit,actual_exit,expected_stdout,actual_stdout,stderr
274,icgrep,PASS,line-number mode,icgrep -colors=never -n 'foo$' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdk\x01: No such file or directory\n"
275,icgrep,PASS,normal mode,icgrep -colors=never -i 'foo$' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\ufffdj\x01: No such file or directory\n"
276,icgrep,PASS,line-number mode,icgrep -colors=never -i -n 'foo$' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdj\x01: No such file or directory\n"
277,icgrep,PASS,normal mode,icgrep -colors=never -v 'foo$' data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd~k\x01: No such file or directory\n"
278,icgrep,PASS,line-number mode,icgrep -colors=never -v -n 'foo$' data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\x18k\x01: No such file or directory\n"
279,icgrep,PASS,normal mode,icgrep -colors=never -v -i 'foo$' data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdo\x01: No such file or directory\n"
280,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n 'foo$' data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdk\x01: No such file or directory\n"
281,icgrep,PASS,count mode,icgrep -colors=never -c 'foo$' data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffdfm\x01: No such file or directory\n"
282,icgrep,PASS,count mode,icgrep -colors=never -c -i 'foo$' data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u074ao\x01: No such file or directory\n"
283,icgrep,PASS,count mode,icgrep -colors=never -c -v 'foo$' data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\x15o\x01: No such file or directory\n"
284,icgrep,PASS,count mode,icgrep -colors=never -c -v -i 'foo$' data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd1m\x01: No such file or directory\n"
285,icgrep,PASS,normal mode,icgrep -colors=never 'foo$' data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdm\x01: No such file or directory\n"
286,icgrep,PASS,line-number mode,icgrep -colors=never -n 'foo$' data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\ufffdm\x01: No such file or directory\n"
287,icgrep,PASS,normal mode,icgrep -colors=never -i 'foo$' data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d.m\x01: No such file or directory\n"
288,icgrep,PASS,line-number mode,icgrep -colors=never -i -n 'foo$' data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u0773m\x01: No such file or directory\n"
289,icgrep,PASS,normal mode,icgrep -colors=never -v 'foo$' data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]yk\x01: No such file or directory\n"
290,icgrep,PASS,line-number mode,icgrep -colors=never -v -n 'foo$' data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdk\x01: No such file or directory\n"
291,icgrep,PASS,normal mode,icgrep -colors=never -v -i 'foo$' data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdl\x01: No such file or directory\n"
292,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n 'foo$' data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u0759m\x01: No such file or directory\n"
293,icgrep,PASS,count mode,icgrep -colors=never -c 'foo$' data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd%k\x01: No such file or directory\n"
294,icgrep,PASS,count mode,icgrep -colors=never -c -i 'foo$' data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1dUm\x01: No such file or directory\n"
295,icgrep,PASS,count mode,icgrep -colors=never -c -v 'foo$' data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]}m\x01: No such file or directory\n"
296,icgrep,PASS,count mode,icgrep -colors=never -c -v -i 'foo$' data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd6o\x01: No such file or directory\n"
297,icgrep,PASS,normal mode,icgrep -colors=never 'foo$' data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\u0769m\x01: No such file or directory\n"
298,icgrep,PASS,line-number mode,icgrep -colors=never -n 'foo$' data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]\ufffdo\x01: No such file or directory\n"
299,icgrep,PASS,normal mode,icgrep -colors=never -i 'foo$' data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdj\x01: No such file or directory\n"
300,icgrep,PASS,line-number mode,icgrep -colors=never -i -n 'foo$' data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u0769o\x01: No such file or directory\n"
301,icgrep,PASS,normal mode,icgrep -colors=never -v 'foo$' data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]\ufffdm\x01: No such file or directory\n"
302,icgrep,PASS,line-number mode,icgrep -colors=never -v -n 'foo$' data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdo\x01: No such file or directory\n"
303,icgrep,PASS,normal mode,icgrep -colors=never -v -i 'foo$' data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdk\x01: No such file or directory\n"
304,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n 'foo$' data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd.k\x01: No such file or directory\n"
305,icgrep,PASS,count mode,icgrep -colors=never -c 'foo$' data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]Xk\x01: No such file or directory\n"
306,icgrep,PASS,count mode,icgrep -colors=never -c -i 'foo$' data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdm\x01: No such file or directory\n"
307,icgrep,PASS,count mode,icgrep -colors=never -c -v 'foo$' data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdk\x01: No such file or directory\n"
308,icgrep,PASS,count mode,icgrep -colors=never -c -v -i 'foo$' data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffdso\x01: No such file or directory\n"
309,icgrep,PASS,normal mode,icgrep -colors=never 'foo$' data/many_match.txt,0,0,foo\nxfoo\nfoo\n,foo\nxfoo\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffddk\x01: No such file or directory\n"
310,icgrep,PASS,line-number mode,icgrep -colors=never -n 'foo$' data/many_match.txt,0,0,1:foo\n2:xfoo\n4:foo\n,1:foo\n2:xfoo\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\ufffd\ufffdm\x01: No such file or directory\n"
311,icgrep,PASS,normal mode,icgrep -colors=never -i 'foo$' data/many_match.txt,0,0,foo\nxfoo\nFOO\nfoo\n,foo\nxfoo\nFOO\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]\ufffdo\x01: No such file or directory\n"
312,icgrep,PASS,line-number mode,icgrep -colors=never -i -n 'foo$' data/many_match.txt,0,0,1:foo\n2:xfoo\n3:FOO\n4:foo\n,1:foo\n2:xfoo\n3:FOO\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffdek\x01: No such file or directory\n"
313,icgrep,PASS,normal mode,icgrep -colors=never -v 'foo$' data/many_match.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\ufffdk\x01: No such file or directory\n"
314,icgrep,PASS,line-number mode,icgrep -colors=never -v -n 'foo$' data/many_match.txt,0,0,3:FOO\n,3:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdo\x01: No such file or directory\n"
315,icgrep,PASS,normal mode,icgrep -colors=never -v -i 'foo$' data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdm\x01: No such file or directory\n"
316,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n 'foo$' data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdo\x01: No such file or directory\n"
317,icgrep,PASS,count mode,icgrep -colors=never -c 'foo$' data/many_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h]\ufffdm\x01: No such file or directory\n"
318,icgrep,PASS,count mode,icgrep -colors=never -c -i 'foo$' data/many_match.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffdhk\x01: No such file or directory\n"
319,icgrep,PASS,count mode,icgrep -colors=never -c -v 'foo$' data/many_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\x1dm\x01: No such file or directory\n"
320,icgrep,PASS,count mode,icgrep -colors=never -c -v -i 'foo$' data/many_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]^k\x01: No such file or directory\n"
321,icgrep,PASS,normal mode,icgrep -colors=never 'foo$' data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\ufffdo\x01: No such file or directory\n"
322,icgrep,PASS,line-number mode,icgrep -colors=never -n 'foo$' data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\x06m\x01: No such file or directory\n"
323,icgrep,PASS,normal mode,icgrep -colors=never -i 'foo$' data/unicode_content.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdj\x01: No such file or directory\n"
324,icgrep,PASS,line-number mode,icgrep -colors=never -i -n 'foo$' data/unicode_content.txt,0,0,2:FOO\n,2:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdm\x01: No such file or directory\n"
325,icgrep,PASS,normal mode,icgrep -colors=never -v 'foo$' data/unicode_content.txt,0,0,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]_o\x01: No such file or directory\n"
326,icgrep,PASS,line-number mode,icgrep -colors=never -v -n 'foo$' data/unicode_content.txt,0,0,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdk\x01: No such file or directory\n"
327,icgrep,PASS,normal mode,icgrep -colors=never -v -i 'foo$' data/unicode_content.txt,0,0,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdm\x01: No such file or directory\n"
328,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n 'foo$' data/unicode_content.txt,0,0,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]\ufffdo\x01: No such file or directory\n"
329,icgrep,PASS,count mode,icgrep -colors=never -c 'foo$' data/unicode_content.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\x0fo\x01: No such file or directory\n"
330,icgrep,PASS,count mode,icgrep -colors=never -c -i 'foo$' data/unicode_content.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\x1ak\x01: No such file or directory\n"
331,icgrep,PASS,count mode,icgrep -colors=never -c -v 'foo$' data/unicode_content.txt,0,0,5\n,5\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdo\x01: No such file or directory\n"
332,icgrep,PASS,count mode,icgrep -colors=never -c -v -i 'foo$' data/unicode_content.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdo\x01: No such file or directory\n"
333,icgrep,FAIL,missing input path should return error,icgrep -colors=never 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\ufffd\ufffdm\x01: No such file or directory\n"
334,icgrep,FAIL,missing input path should return error,icgrep -colors=never -i 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1d\ufffdk\x01: No such file or directory\n"
335,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1dwo\x01: No such file or directory\n"
336,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -i 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\x1dkm\x01: No such file or directory\n"
337,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H]Rk\x01: No such file or directory\n"
338,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -i 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u0740m\x01: No such file or directory\n"
339,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""H\u077fk\x01: No such file or directory\n"
340,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -i 'foo$' data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\u076ak\x01: No such file or directory\n"
341,icgrep,PASS,normal mode,icgrep -colors=never 'foo|bar' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\x1d\x08m\x01: No such file or directory\n"
342,icgrep,PASS,line-number mode,icgrep -colors=never -n 'foo|bar' data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""h\u0773k\x01: No such file or directory\n"
